,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
858,53,Gen X,No,Travel_Rarely,1223,Research & Development,7,Short Distance,College,Medical,1,3.0,1201,Very High,19,Female,50,High,5,Manager,High,Divorced,18606,18640,3,Y,No,0,18,Excellent,3.0,Medium,80,1,26,6,Better,7,7,4,7
859,29,Millennials,No,Travel_Rarely,942,Research & Development,15,Medium Distance,Below College,Life Sciences,1,2.0,1202,Medium,1,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0,Y,Yes,1,18,Excellent,2.3333333333333335,Low,80,1,6,2,Good,5,4,1,3
860,22,Gen Z,Yes,Travel_Frequently,1256,Research & Development,3,Short Distance,Master,Life Sciences,1,2.6666666666666665,1203,High,1,Male,48,Medium,1,Research Scientist,Very High,Married,2853,4223,0,Y,Yes,1,11,Excellent,3.0,Medium,80,1,1,5,Better,0,0,0,0
861,46,Gen X,No,Travel_Rarely,1402,Sales,2,Short Distance,Bachelor,Marketing,1,3.3333333333333335,1204,High,2,Female,69,High,4,Manager,Low,Married,17048,24097,8,Y,No,0,23,Outstanding,1.6666666666666667,Low,80,0,28,2,Better,26,15,15,9
862,44,Gen X,No,Non-Travel,111,Research & Development,17,Medium Distance,Bachelor,Life Sciences,1,2.3333333333333335,1206,Very High,6,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2,Y,No,0,13,Excellent,3.6666666666666665,Very High,80,0,6,3,Better,0,0,0,0
863,33,Millennials,No,Travel_Rarely,147,Human Resources,2,Short Distance,Bachelor,Human Resources,1,3.0,1207,Medium,0,Male,99,High,1,Human Resources,High,Married,3600,8429,1,Y,No,0,13,Excellent,3.0,Very High,80,1,5,2,Better,5,4,1,4
864,41,Millennials,Yes,Non-Travel,906,Research & Development,5,Short Distance,College,Life Sciences,1,2.0,1210,Low,4,Male,95,Medium,1,Research Scientist,Low,Divorced,2107,20293,6,Y,No,0,17,Excellent,1.0,Low,80,1,5,2,Bad,1,0,0,0
865,30,Millennials,No,Travel_Rarely,1329,Sales,29,Long Distance,Master,Life Sciences,1,3.0,1211,High,4,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,Y,No,0,19,Excellent,2.3333333333333335,High,80,3,8,3,Better,4,3,0,3
866,40,Millennials,No,Travel_Frequently,1184,Sales,2,Short Distance,Master,Medical,1,3.0,1212,Medium,5,Male,62,High,2,Sales Executive,Medium,Married,4327,25440,5,Y,No,0,12,Excellent,2.6666666666666665,Very High,80,3,5,2,Better,0,0,0,0
867,50,Gen X,No,Travel_Frequently,1421,Research & Development,2,Short Distance,Bachelor,Medical,1,3.3333333333333335,1215,Very High,30,Female,30,High,4,Manager,Low,Married,17856,9490,2,Y,No,0,22,Outstanding,2.6666666666666665,High,80,1,32,3,Better,2,2,2,2
868,28,Millennials,No,Travel_Rarely,1179,Research & Development,19,Medium Distance,Master,Medical,1,2.6666666666666665,1216,Very High,0,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,Y,No,0,12,Excellent,2.6666666666666665,High,80,3,6,2,Better,6,5,3,3
869,46,Gen X,No,Travel_Rarely,1450,Research & Development,15,Medium Distance,College,Life Sciences,1,3.0,1217,Very High,21,Male,52,High,5,Research Director,Medium,Married,19081,10849,5,Y,No,0,11,Excellent,2.3333333333333335,Low,80,1,25,2,Better,4,2,0,3
870,35,Millennials,No,Travel_Rarely,1361,Sales,17,Medium Distance,Master,Life Sciences,1,3.0,1218,High,8,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3,Y,Yes,1,15,Excellent,2.6666666666666665,Very High,80,3,15,2,Better,7,7,1,7
871,24,Gen Z,Yes,Travel_Rarely,984,Research & Development,17,Medium Distance,College,Life Sciences,1,2.3333333333333335,1219,Very High,0,Female,97,High,1,Laboratory Technician,Medium,Married,2210,3372,1,Y,No,0,13,Excellent,2.3333333333333335,Low,80,1,1,3,Bad,1,0,0,0
872,33,Millennials,No,Travel_Frequently,1146,Sales,25,Long Distance,Bachelor,Medical,1,2.6666666666666665,1220,Medium,0,Female,82,High,2,Sales Executive,High,Married,4539,4905,1,Y,No,0,12,Excellent,2.0,Low,80,1,10,3,Good,10,7,0,1
873,36,Millennials,No,Travel_Rarely,917,Research & Development,6,Short Distance,Master,Life Sciences,1,2.3333333333333335,1221,High,0,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1,Y,No,0,14,Excellent,3.0,High,80,1,7,4,Better,7,7,1,7
874,30,Millennials,No,Travel_Rarely,853,Research & Development,7,Short Distance,Master,Life Sciences,1,2.6666666666666665,1224,High,0,Male,49,High,2,Laboratory Technician,High,Divorced,3491,11309,1,Y,No,0,13,Excellent,2.3333333333333335,Low,80,3,10,4,Good,10,7,8,9
875,44,Gen X,No,Travel_Rarely,200,Research & Development,29,Long Distance,Master,Other,1,3.3333333333333335,1225,Very High,0,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1,Y,No,0,25,Outstanding,3.3333333333333335,Medium,80,0,20,3,Better,20,11,13,17
876,20,Gen Z,No,Travel_Rarely,654,Sales,21,Long Distance,Bachelor,Marketing,1,3.3333333333333335,1226,High,0,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1,Y,No,0,17,Excellent,3.6666666666666665,Very High,80,0,2,2,Better,2,1,2,2
877,46,Gen X,No,Travel_Rarely,150,Research & Development,2,Short Distance,Master,Technical Degree,1,2.6666666666666665,1228,Very High,6,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,17433,2,Y,No,0,11,Excellent,3.6666666666666665,High,80,1,12,3,Good,6,3,1,4
878,42,Millennials,No,Non-Travel,179,Human Resources,2,Short Distance,Doctor,Medical,1,3.6666666666666665,1231,Very High,6,Male,79,Very High,2,Human Resources,Low,Married,6272,12858,7,Y,No,0,16,Excellent,2.0,Low,80,1,10,3,Best,4,3,0,3
879,60,Boomers II (a/k/a Generation Jones)*,No,Travel_Rarely,696,Sales,7,Short Distance,Master,Marketing,1,3.3333333333333335,1233,Medium,1,Male,52,Very High,2,Sales Executive,Very High,Divorced,5220,10893,0,Y,Yes,1,18,Excellent,2.6666666666666665,Medium,80,1,12,3,Better,11,7,1,9
880,32,Millennials,No,Travel_Frequently,116,Research & Development,13,Medium Distance,Bachelor,Other,1,3.0,1234,High,0,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,Y,No,0,20,Outstanding,2.6666666666666665,High,80,1,2,2,Better,2,2,2,2
881,32,Millennials,No,Travel_Frequently,1316,Research & Development,2,Short Distance,College,Life Sciences,1,3.0,1235,Very High,2,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Y,Yes,1,14,Excellent,3.6666666666666665,Very High,80,0,10,2,Better,8,7,0,7
882,36,Millennials,No,Travel_Rarely,363,Research & Development,1,Short Distance,Bachelor,Technical Degree,1,2.6666666666666665,1237,High,10,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Y,Yes,1,21,Outstanding,2.3333333333333335,High,80,1,17,2,Better,7,7,7,7
883,33,Millennials,No,Travel_Rarely,117,Research & Development,9,Short Distance,Bachelor,Medical,1,3.0,1238,Low,1,Male,60,High,1,Research Scientist,Very High,Married,2781,6311,0,Y,No,0,13,Excellent,2.3333333333333335,Medium,80,1,15,5,Better,14,10,4,10
884,40,Millennials,No,Travel_Rarely,107,Sales,10,Short Distance,Bachelor,Technical Degree,1,3.0,1239,Medium,2,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7,Y,No,0,12,Excellent,2.0,Medium,80,1,7,2,Best,5,1,1,3
885,25,Gen Z,No,Travel_Rarely,1356,Sales,10,Short Distance,Master,Life Sciences,1,3.0,1240,High,1,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0,Y,No,0,14,Excellent,3.0,Medium,80,0,5,4,Better,4,3,1,1
886,30,Millennials,No,Travel_Rarely,1465,Research & Development,1,Short Distance,Bachelor,Medical,1,3.3333333333333335,1241,Very High,1,Male,63,High,1,Research Scientist,Medium,Married,3579,9369,0,Y,Yes,1,21,Outstanding,2.3333333333333335,Low,80,1,12,2,Better,11,9,5,7
887,42,Millennials,No,Travel_Frequently,458,Research & Development,26,Long Distance,Doctor,Medical,1,3.0,1242,Low,19,Female,60,High,3,Research Director,Low,Married,13191,23281,3,Y,Yes,1,17,Excellent,1.6666666666666667,High,80,0,20,6,Better,1,0,0,0
888,35,Millennials,No,Non-Travel,1212,Sales,8,Short Distance,College,Marketing,1,2.3333333333333335,1243,High,3,Female,78,Medium,3,Sales Executive,Very High,Married,10377,13755,4,Y,Yes,1,11,Excellent,3.0,Medium,80,1,16,6,Good,13,2,4,12
889,27,Gen Z,No,Travel_Rarely,1103,Research & Development,14,Medium Distance,Bachelor,Life Sciences,1,2.6666666666666665,1244,Low,0,Male,42,High,1,Research Scientist,Low,Married,2235,14377,1,Y,Yes,1,14,Excellent,2.0,Very High,80,2,9,3,Good,9,7,6,8
890,54,Gen X,No,Travel_Frequently,966,Research & Development,1,Short Distance,Master,Life Sciences,1,2.3333333333333335,1245,Very High,28,Female,53,High,3,Manufacturing Director,High,Divorced,10502,9659,7,Y,No,0,17,Excellent,2.6666666666666665,Low,80,1,33,2,Bad,5,4,1,4
891,44,Gen X,No,Travel_Rarely,1117,Research & Development,2,Short Distance,Below College,Life Sciences,1,3.3333333333333335,1246,Low,0,Female,72,Very High,1,Research Scientist,Very High,Married,2011,19982,1,Y,No,0,13,Excellent,3.0,Very High,80,1,10,5,Better,10,5,7,7
892,19,Gen Z,Yes,Non-Travel,504,Research & Development,10,Short Distance,Bachelor,Medical,1,3.3333333333333335,1248,Low,0,Female,96,Medium,1,Research Scientist,Medium,Single,1859,6148,1,Y,Yes,1,25,Outstanding,1.6666666666666667,Medium,80,0,1,2,Best,1,1,0,0
893,29,Millennials,No,Travel_Rarely,1010,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,1249,Low,0,Female,97,High,1,Research Scientist,Very High,Divorced,3760,5598,1,Y,No,0,15,Excellent,2.0,Low,80,3,3,5,Better,3,2,1,2
894,54,Gen X,No,Travel_Rarely,685,Research & Development,3,Short Distance,Bachelor,Life Sciences,1,3.0,1250,Very High,26,Male,85,High,4,Research Director,Very High,Married,17779,23474,3,Y,No,0,14,Excellent,3.0,Low,80,0,36,2,Better,10,9,0,9
895,31,Millennials,No,Travel_Rarely,1332,Research & Development,11,Medium Distance,College,Medical,1,2.6666666666666665,1251,High,0,Male,80,High,2,Healthcare Representative,Low,Married,6833,17089,1,Y,Yes,1,12,Excellent,2.6666666666666665,Very High,80,0,6,2,Good,6,5,0,1
896,31,Millennials,No,Travel_Rarely,1062,Research & Development,24,Long Distance,Bachelor,Medical,1,2.6666666666666665,1252,High,0,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,Y,No,0,19,Excellent,2.0,Medium,80,0,10,2,Better,10,9,1,8
897,59,Gen X,No,Travel_Rarely,326,Sales,3,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1254,High,7,Female,48,Medium,2,Sales Executive,Very High,Single,5171,16490,5,Y,No,0,17,Excellent,3.6666666666666665,Very High,80,0,13,2,Better,6,1,0,5
898,43,Millennials,No,Travel_Rarely,920,Research & Development,3,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1255,High,17,Male,96,Low,5,Research Director,Very High,Married,19740,18625,3,Y,No,0,14,Excellent,3.0,Medium,80,1,25,2,Better,8,7,0,7
899,49,Gen X,No,Travel_Rarely,1098,Research & Development,4,Short Distance,College,Medical,1,3.0,1256,Low,22,Male,85,Medium,5,Manager,High,Married,18711,12124,2,Y,No,0,13,Excellent,2.3333333333333335,High,80,1,23,2,Best,1,0,0,0
900,36,Millennials,No,Travel_Frequently,469,Research & Development,3,Short Distance,Bachelor,Technical Degree,1,2.6666666666666665,1257,High,1,Male,46,High,1,Research Scientist,Medium,Married,3692,9256,1,Y,No,0,12,Excellent,2.6666666666666665,High,80,0,12,2,Good,11,10,0,7
901,48,Gen X,No,Travel_Rarely,969,Research & Development,2,Short Distance,College,Technical Degree,1,3.0,1258,Very High,6,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,16620,5,Y,No,0,11,Excellent,3.0,High,80,0,7,4,Good,1,0,0,0
902,27,Gen Z,No,Travel_Rarely,1167,Research & Development,4,Short Distance,College,Life Sciences,1,3.0,1259,Low,0,Male,76,High,1,Research Scientist,High,Divorced,2517,3208,1,Y,No,0,11,Excellent,2.0,Medium,80,3,5,2,Better,5,3,0,3
903,29,Millennials,No,Travel_Rarely,1329,Research & Development,7,Short Distance,Bachelor,Life Sciences,1,3.0,1260,High,0,Male,82,High,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Y,Yes,1,11,Excellent,3.0,Medium,80,2,6,2,Better,6,0,1,0
904,48,Gen X,No,Travel_Rarely,715,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,1263,Very High,24,Male,76,Medium,5,Research Director,Very High,Single,18265,8733,6,Y,No,0,12,Excellent,3.6666666666666665,High,80,0,25,3,Best,1,0,0,0
905,29,Millennials,No,Travel_Rarely,694,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1264,Very High,2,Female,87,Medium,4,Research Director,Very High,Divorced,16124,3423,3,Y,No,0,14,Excellent,3.3333333333333335,Medium,80,2,9,2,Good,7,7,1,7
906,34,Millennials,No,Travel_Rarely,1320,Research & Development,20,Medium Distance,Bachelor,Technical Degree,1,3.0,1265,High,1,Female,89,Very High,1,Research Scientist,High,Married,2585,21643,0,Y,No,0,17,Excellent,3.3333333333333335,Very High,80,0,2,5,Good,1,0,0,0
907,44,Gen X,No,Travel_Rarely,1099,Sales,5,Short Distance,Bachelor,Marketing,1,3.0,1267,Medium,4,Male,88,High,5,Manager,Medium,Married,18213,8751,7,Y,No,0,11,Excellent,2.3333333333333335,High,80,1,26,5,Better,22,9,3,10
908,33,Millennials,No,Travel_Rarely,536,Sales,10,Short Distance,Doctor,Marketing,1,3.3333333333333335,1268,Very High,1,Male,82,Very High,3,Sales Executive,High,Divorced,8380,21708,0,Y,Yes,1,14,Excellent,3.6666666666666665,Very High,80,2,10,3,Better,9,8,0,8
909,19,Gen Z,No,Travel_Rarely,265,Research & Development,25,Long Distance,Bachelor,Life Sciences,1,3.3333333333333335,1269,Medium,0,Female,57,Very High,1,Research Scientist,Very High,Single,2994,21221,1,Y,Yes,1,12,Excellent,3.3333333333333335,Very High,80,0,1,2,Better,1,0,0,1
910,23,Gen Z,No,Travel_Rarely,373,Research & Development,1,Short Distance,College,Life Sciences,1,3.3333333333333335,1270,Very High,0,Male,47,High,1,Research Scientist,High,Married,1223,16901,1,Y,No,0,22,Outstanding,3.6666666666666665,Very High,80,1,1,2,Better,1,0,0,1
911,25,Gen Z,Yes,Travel_Frequently,599,Sales,24,Long Distance,Below College,Life Sciences,1,2.3333333333333335,1273,High,0,Male,73,Low,1,Sales Representative,Very High,Single,1118,8040,1,Y,Yes,1,14,Excellent,3.6666666666666665,Very High,80,0,1,4,Better,1,0,1,0
912,26,Gen Z,No,Travel_Rarely,583,Research & Development,4,Short Distance,College,Life Sciences,1,3.0,1275,High,0,Male,53,High,1,Research Scientist,Very High,Single,2875,9973,1,Y,Yes,1,20,Outstanding,3.0,Medium,80,0,8,2,Good,8,5,2,2
913,45,Gen X,Yes,Travel_Rarely,1449,Sales,2,Short Distance,Bachelor,Marketing,1,2.3333333333333335,1277,Low,2,Female,94,Low,5,Manager,Medium,Single,18824,2493,2,Y,Yes,1,16,Excellent,1.3333333333333333,Low,80,0,26,2,Better,24,10,1,11
914,55,Gen X,No,Non-Travel,177,Research & Development,8,Short Distance,Below College,Medical,1,2.6666666666666665,1278,Very High,1,Male,37,Medium,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Y,Yes,1,15,Excellent,3.3333333333333335,Very High,80,1,34,3,Better,33,9,15,0
915,21,Gen Z,Yes,Travel_Frequently,251,Research & Development,10,Short Distance,College,Life Sciences,1,2.3333333333333335,1279,Low,0,Female,45,Medium,1,Laboratory Technician,High,Single,2625,25308,1,Y,No,0,20,Outstanding,2.3333333333333335,High,80,0,2,2,Bad,2,2,2,2
916,46,Gen X,No,Travel_Rarely,168,Sales,4,Short Distance,College,Marketing,1,2.6666666666666665,1280,Very High,15,Female,33,Medium,5,Manager,Medium,Married,18789,9946,2,Y,No,0,14,Excellent,3.0,High,80,1,26,2,Better,11,4,0,8
917,34,Millennials,No,Travel_Rarely,131,Sales,2,Short Distance,Bachelor,Marketing,1,3.0,1281,High,1,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Y,Yes,1,12,Excellent,2.6666666666666665,Very High,80,0,4,3,Better,3,2,0,2
918,51,Gen X,No,Travel_Frequently,237,Sales,9,Short Distance,Bachelor,Life Sciences,1,3.0,1282,Very High,2,Male,83,High,5,Manager,Medium,Divorced,19847,19196,4,Y,Yes,1,24,Outstanding,2.3333333333333335,Low,80,1,31,5,Good,29,10,11,10
919,59,Gen X,No,Travel_Rarely,1429,Research & Development,18,Medium Distance,Master,Medical,1,2.6666666666666665,1283,Very High,16,Male,67,High,3,Manufacturing Director,Very High,Single,10512,20002,6,Y,No,0,12,Excellent,4.0,Very High,80,0,25,6,Good,9,7,5,4
920,34,Millennials,No,Travel_Frequently,135,Research & Development,19,Medium Distance,Bachelor,Medical,1,3.3333333333333335,1285,High,4,Female,46,High,2,Laboratory Technician,Medium,Divorced,4444,22534,4,Y,No,0,13,Excellent,2.6666666666666665,High,80,2,15,2,Best,11,8,5,10
921,28,Millennials,No,Travel_Frequently,791,Research & Development,1,Short Distance,Master,Medical,1,2.6666666666666665,1286,Very High,1,Male,44,High,1,Laboratory Technician,High,Single,2154,6842,0,Y,Yes,1,11,Excellent,3.3333333333333335,High,80,0,5,2,Good,4,2,0,2
922,44,Gen X,No,Travel_Rarely,1199,Research & Development,4,Short Distance,College,Life Sciences,1,3.0,1288,High,1,Male,92,Very High,5,Manager,Low,Divorced,19190,17477,1,Y,No,0,14,Excellent,2.6666666666666665,Very High,80,2,26,4,Good,25,9,14,13
923,34,Millennials,No,Travel_Frequently,648,Human Resources,11,Medium Distance,Bachelor,Life Sciences,1,3.0,1289,High,4,Male,56,Medium,2,Human Resources,Medium,Married,4490,21833,4,Y,No,0,11,Excellent,3.0,Very High,80,2,14,5,Best,10,9,1,8
924,35,Millennials,No,Travel_Rarely,735,Research & Development,6,Short Distance,Below College,Life Sciences,1,3.0,1291,High,1,Male,66,High,1,Research Scientist,High,Married,3506,6020,0,Y,Yes,1,14,Excellent,3.3333333333333335,Very High,80,0,4,3,Better,3,2,2,2
925,42,Millennials,No,Travel_Rarely,603,Research & Development,7,Short Distance,Master,Medical,1,3.3333333333333335,1292,Medium,17,Female,78,Very High,2,Research Scientist,Medium,Married,2372,5628,6,Y,Yes,1,16,Excellent,2.6666666666666665,Very High,80,0,18,2,Better,1,0,0,0
926,43,Millennials,No,Travel_Rarely,531,Sales,4,Short Distance,Master,Marketing,1,3.0,1293,Very High,2,Female,56,Medium,3,Sales Executive,Very High,Single,10231,20364,3,Y,No,0,14,Excellent,4.0,Very High,80,0,23,3,Best,21,7,15,17
927,36,Millennials,No,Travel_Rarely,429,Research & Development,2,Short Distance,Master,Life Sciences,1,3.0,1294,High,2,Female,53,High,2,Manufacturing Director,Medium,Single,5410,2323,9,Y,Yes,1,11,Excellent,3.0,Very High,80,0,18,2,Better,16,14,5,12
928,44,Gen X,Yes,Travel_Rarely,621,Research & Development,15,Medium Distance,Bachelor,Medical,1,3.0,1295,Low,0,Female,73,High,3,Healthcare Representative,Very High,Married,7978,14075,1,Y,No,0,11,Excellent,3.0,Very High,80,1,10,2,Better,10,7,0,5
929,28,Millennials,No,Travel_Frequently,193,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1296,Very High,0,Male,52,Medium,1,Laboratory Technician,Very High,Married,3867,14222,1,Y,Yes,1,12,Excellent,3.3333333333333335,Medium,80,1,2,2,Better,2,2,2,2
930,51,Gen X,No,Travel_Frequently,968,Research & Development,6,Short Distance,College,Medical,1,2.3333333333333335,1297,Medium,1,Female,40,Medium,1,Laboratory Technician,High,Single,2838,4257,0,Y,No,0,14,Excellent,2.3333333333333335,Medium,80,0,8,6,Good,7,0,7,7
931,30,Millennials,No,Non-Travel,879,Research & Development,9,Short Distance,College,Medical,1,3.0,1298,High,2,Female,72,High,2,Manufacturing Director,High,Single,4695,12858,7,Y,Yes,1,18,Excellent,3.0,High,80,0,10,3,Better,8,4,1,7
932,29,Millennials,Yes,Travel_Rarely,806,Research & Development,7,Short Distance,Bachelor,Technical Degree,1,3.0,1299,Medium,3,Female,39,High,1,Laboratory Technician,High,Divorced,3339,17285,3,Y,Yes,1,13,Excellent,2.0,Low,80,2,10,2,Better,7,7,7,7
933,28,Millennials,No,Travel_Rarely,640,Research & Development,1,Short Distance,Bachelor,Technical Degree,1,2.6666666666666665,1301,Very High,2,Male,84,High,1,Research Scientist,Low,Single,2080,4732,2,Y,No,0,11,Excellent,2.3333333333333335,Medium,80,0,5,2,Good,3,2,1,2
934,25,Gen Z,No,Travel_Rarely,266,Research & Development,1,Short Distance,Bachelor,Medical,1,2.6666666666666665,1303,Very High,0,Female,40,High,1,Research Scientist,Medium,Single,2096,18830,1,Y,No,0,18,Excellent,3.3333333333333335,Very High,80,0,2,3,Good,2,2,2,1
935,32,Millennials,No,Travel_Rarely,604,Sales,8,Short Distance,Bachelor,Medical,1,3.6666666666666665,1304,High,0,Male,56,Very High,2,Sales Executive,Very High,Married,6209,11693,1,Y,No,0,15,Excellent,3.3333333333333335,High,80,2,10,4,Best,10,7,0,8
936,45,Gen X,No,Travel_Frequently,364,Research & Development,25,Long Distance,Bachelor,Medical,1,3.3333333333333335,1306,Medium,22,Female,83,High,5,Manager,Medium,Single,18061,13035,3,Y,No,0,22,Outstanding,2.3333333333333335,High,80,0,22,4,Better,0,0,0,0
937,39,Millennials,No,Travel_Rarely,412,Research & Development,13,Medium Distance,Master,Medical,1,2.6666666666666665,1307,High,2,Female,94,Medium,4,Manager,Medium,Divorced,17123,17334,6,Y,Yes,1,13,Excellent,3.0,Very High,80,2,21,4,Better,19,9,15,2
938,58,Gen X,No,Travel_Rarely,848,Research & Development,23,Long Distance,Master,Life Sciences,1,3.0,1308,Low,0,Male,88,High,1,Research Scientist,High,Divorced,2372,26076,1,Y,No,0,12,Excellent,2.6666666666666665,Very High,80,2,2,3,Better,2,2,2,2
